firm,indicator,category,pol,pay
E00348,営業利益,acc,1,0
E00348,営業利益率,ratio,1,0
E00348,女性管理職比率,nonfin,0,1
E00348,経常利益,acc,0,1
E00348,脱炭素/温室効果ガス,nonfin,0,1
E00348,配当性向,stock,1,0
E00348,非財務目標,nonfin,0,1
E00351,営業利益,acc,1,1
E00351,売上高,acc,1,1
E00351,当期純利益,acc,0,1
E00351,配当性向,stock,1,0
E00355,ROE,ratio,1,0
E00355,営業利益,acc,1,0
E00355,営業損益,acc,1,0
E00355,売上高,acc,0,1
E00355,当期純利益,acc,1,0
E00355,経常利益率,ratio,0,1
E00355,脱炭素/温室効果ガス,nonfin,1,0
E00356,EBITDA,acc,1,1
E00356,ESG,nonfin,0,1
E00356,ROE,ratio,1,0
E00356,ROIC,ratio,1,1
E00356,TSR,stock,0,1
E00356,サステナビリティ,nonfin,1,0
E00356,売上高,acc,1,0
E00356,当期純利益,acc,0,1
E00356,経常利益,acc,0,1
E00360,D/Eレシオ,ratio,1,0
E00360,DOE,stock,1,0
E00360,ROE,ratio,1,1
E00360,利益率,ratio,1,0
E00360,当期純利益,acc,0,1
E00360,経常利益,acc,1,1
E00360,販売数量,nonfin,1,0
E00369,DOE,stock,1,0
E00369,ESG,nonfin,0,1
E00369,NOPAT,acc,1,0
E00369,ROE,ratio,1,0
E00369,ROIC,ratio,1,0
E00369,SDGs,nonfin,1,0
E00369,営業利益,acc,1,1
E00369,営業利益率,ratio,1,0
E00369,売上高,acc,1,0
E00369,売上高比,ratio,1,0
E00371,SDGs,nonfin,1,0
E00371,営業利益,acc,1,0
E00371,営業利益率,ratio,1,0
E00371,売上高,acc,1,0
E00371,売上高比,ratio,1,0
E00371,女性管理職比率,nonfin,1,0
E00371,廃棄物削減,nonfin,1,0
E00371,当期純利益,acc,1,1
E00371,経常利益,acc,1,0
E00371,脱炭素/温室効果ガス,nonfin,1,0
E00371,非財務指標,nonfin,1,0
E00372,営業利益,acc,1,1
E00372,営業利益率,ratio,1,0
E00372,売上高,acc,1,0
E00372,当期純利益,acc,0,1
E00373,ROE,ratio,1,0
E00373,営業利益,acc,1,1
E00373,売上高,acc,1,1
E00378,サステナビリティ,nonfin,1,0
E00378,営業利益,acc,1,0
E00378,売上高,acc,1,0
E00378,当期純利益,acc,1,0
E00378,経常利益,acc,1,1
E00381,ROA,ratio,1,1
E00381,ROE,ratio,1,0
E00381,エンゲージメント,nonfin,1,0
E00381,サステナビリティ,nonfin,1,0
E00381,営業利益,acc,1,0
E00381,営業利益率,ratio,1,1
E00381,売上高,acc,1,1
E00386,ROE,ratio,1,0
E00386,エンゲージメント,nonfin,1,0
E00386,サステナビリティ,nonfin,1,0
E00386,営業利益,acc,0,1
E00386,営業利益率,ratio,1,0
E00386,脱炭素/温室効果ガス,nonfin,1,0
E00389,SDGs,nonfin,1,0
E00389,エンゲージメント,nonfin,1,0
E00389,キャッシュフロー,acc,1,0
E00389,営業利益,acc,0,1
E00389,売上高,acc,1,1
E00389,当期純利益,acc,1,0
E00389,経常利益,acc,1,0
E00393,DOE,stock,1,0
E00393,EBITDA,acc,1,1
E00393,EPS,acc,0,1
E00393,ESG,nonfin,0,1
E00393,ESG外部評価,nonfin,0,1
E00393,ROE,ratio,1,1
E00393,ROIC,ratio,1,0
E00393,エンゲージメント,nonfin,0,1
E00393,キャッシュフロー,acc,1,0
E00393,サステナビリティ,nonfin,1,0
E00393,事業利益,acc,1,0
E00393,事業利益率,ratio,1,0
E00393,売上高,acc,1,0
E00393,女性役員比率,nonfin,1,0
E00393,女性管理職比率,nonfin,1,0
E00393,脱炭素/温室効果ガス,nonfin,1,1
E00393,非財務目標,nonfin,1,0
E00394,DOE,stock,1,0
E00394,EBITDA,acc,1,0
E00394,EPS,acc,1,0
E00394,ROE,ratio,1,0
E00394,ROIC,ratio,1,0
E00394,WACC,ratio,1,0
E00394,サステナビリティ,nonfin,1,1
E00394,事業利益,acc,1,0
E00394,当期純利益,acc,1,0
E00395,DOE,stock,1,0
E00395,EPS,acc,1,1
E00395,ESG外部評価,nonfin,0,1
E00395,PER,stock,1,0
E00395,ROIC,ratio,1,1
E00395,SDGs,nonfin,0,1
E00395,エンゲージメント,nonfin,1,1
E00395,キャッシュフロー,acc,1,0
E00395,サステナビリティ,nonfin,1,0
E00395,フリーキャッシュフロー,acc,1,0
E00395,事業利益,acc,1,1
E00395,当期純利益,acc,1,0
E00395,非財務指標,nonfin,0,1
E00395,非財務目標,nonfin,1,0
E00396,ROE,ratio,1,0
E00396,ROIC,ratio,1,0
E00396,WACC,ratio,1,0
E00396,キャッシュフロー,acc,1,0
E00396,サステナビリティ,nonfin,1,0
E00396,営業利益,acc,1,1
E00396,営業利益率,ratio,1,0
E00396,売上高,acc,1,0
E00396,株主還元率,stock,1,0
E00397,ESG,nonfin,1,0
E00397,ROE,ratio,1,1
E00397,売上高,acc,1,0
E00397,経常利益,acc,1,1
E00397,経常利益率,ratio,1,0
E00397,販売数量,nonfin,1,0
E00400,ROE,ratio,1,0
E00400,営業利益,acc,0,1
E00400,営業利益率,ratio,1,0
E00400,売上高,acc,0,1
E00406,EPS,acc,1,0
E00406,ROE,ratio,1,0
E00406,営業利益,acc,1,1
E00406,売上高,acc,1,1
E00408,ROE,ratio,1,0
E00408,経常利益,acc,0,1
E00410,EBITDA,acc,1,0
E00410,ROE,ratio,1,0
E00410,サステナビリティ,nonfin,1,0
E00410,営業利益,acc,0,1
E00410,売上高,acc,1,1
E00414,DOE,stock,0,1
E00414,EPS,acc,0,1
E00414,ESG,nonfin,0,1
E00414,ROE,ratio,0,1
E00414,キャッシュフロー,acc,0,1
E00414,サステナビリティ,nonfin,1,0
E00414,営業利益,acc,0,1
E00414,売上高,acc,0,1
E00417,DOE,stock,1,0
E00417,ROE,ratio,0,1
E00417,ROI,ratio,1,0
E00417,ROIC,ratio,1,0
E00417,サステナビリティ,nonfin,1,0
E00417,事業利益,acc,1,1
E00417,売上収益,acc,0,1
E00417,売上高,acc,0,1
E00417,販売数量,nonfin,0,1
E00417,配当性向,stock,1,0
E00424,ROIC,ratio,1,0
E00424,キャッシュフロー,acc,1,0
E00424,サステナビリティ,nonfin,1,0
E00424,営業利益,acc,1,1
E00424,営業利益率,ratio,1,0
E00424,売上高,acc,1,1
E00424,脱炭素/温室効果ガス,nonfin,1,0
E00424,自己資本比率,ratio,1,0
E00428,ESG,nonfin,0,1
E00428,ROE,ratio,1,1
E00428,ROIC,ratio,1,1
E00428,サステナビリティ,nonfin,1,1
E00428,利益率,ratio,1,0
E00428,営業利益,acc,1,1
E00428,売上高,acc,1,0
E00428,脱炭素/温室効果ガス,nonfin,0,1
E00431,EPS,acc,0,1
E00431,ESG,nonfin,1,1
E00431,ROE,ratio,1,1
E00431,ROIC,ratio,1,1
E00431,エンゲージメント,nonfin,0,1
E00431,キャッシュフロー,acc,1,0
E00431,サステナビリティ,nonfin,1,0
E00431,事業利益,acc,1,1
E00431,当期純利益,acc,0,1
E00431,棚卸資産回転率,ratio,1,0
E00431,脱炭素/温室効果ガス,nonfin,1,0
E00431,配当性向,stock,1,0
E00433,ROE,ratio,1,0
E00433,当期純利益,acc,0,1
E00434,EPS,acc,0,1
E00434,ROE,ratio,0,1
E00434,ROIC,ratio,0,1
E00434,サステナビリティ,nonfin,1,0
E00434,利益率,ratio,1,0
E00434,営業利益,acc,0,1
E00434,売上高,acc,0,1
E00434,女性管理職比率,nonfin,1,0
E00434,廃棄物削減,nonfin,1,0
E00434,脱炭素/温室効果ガス,nonfin,1,0
E00435,ESG,nonfin,0,1
E00435,ROE,ratio,1,0
E00435,キャッシュフロー,acc,1,0
E00435,事業利益,acc,0,1
E00435,事業利益率,ratio,1,1
E00435,利益率,ratio,1,0
E00435,売上収益,acc,0,1
E00435,税引前利益,acc,0,1
E00436,EBITDA,acc,1,0
E00436,ROIC,ratio,1,1
E00436,TSR,stock,0,1
E00436,エンゲージメント,nonfin,0,1
E00436,キャッシュフロー,acc,1,0
E00436,サステナビリティ,nonfin,1,0
E00436,事業利益,acc,0,1
E00436,営業利益,acc,0,1
E00436,売上高,acc,0,1
E00436,女性管理職比率,nonfin,0,1
E00436,当期純利益,acc,0,1
E00436,時価総額,stock,0,1
E00436,脱炭素/温室効果ガス,nonfin,0,1
E00439,ESG,nonfin,1,0
E00439,ROIC,ratio,1,0
E00439,エンゲージメント,nonfin,1,0
E00439,サステナビリティ,nonfin,1,1
E00439,営業利益,acc,0,1
E00439,当期純利益,acc,0,1
E00439,脱炭素/温室効果ガス,nonfin,1,0
E00443,D/Eレシオ,ratio,1,0
E00443,EBITDA,acc,1,0
E00443,ROIC,ratio,1,0
E00443,SDGs,nonfin,1,0
E00443,エンゲージメント,nonfin,1,0
E00443,サステナビリティ,nonfin,1,0
E00443,売上高,acc,1,0
E00443,経常利益,acc,1,1
E00443,脱炭素/温室効果ガス,nonfin,1,0
E00443,配当性向,stock,1,0
E00444,EPS,acc,1,0
E00444,ROE,ratio,1,0
E00444,ROIC,ratio,1,0
E00444,エンゲージメント,nonfin,1,0
E00444,サステナビリティ,nonfin,1,0
E00444,事業利益,acc,1,1
E00444,事業利益率,ratio,0,1
E00444,売上収益,acc,1,1
E00444,当期純利益,acc,1,1
E00444,当期純利益率,ratio,1,0
E00444,株主還元率,stock,1,0
E00444,脱炭素/温室効果ガス,nonfin,1,0
E00444,販売数量,nonfin,1,0
E00446,DOE,stock,1,0
E00446,EBITDA,acc,1,1
E00446,EPS,acc,1,0
E00446,ESG,nonfin,0,1
E00446,ESG外部評価,nonfin,0,1
E00446,ROE,ratio,1,0
E00446,ROIC,ratio,1,1
E00446,エンゲージメント,nonfin,0,1
E00446,キャッシュフロー,acc,1,0
E00446,サステナビリティ,nonfin,1,1
E00446,営業利益,acc,1,1
E00446,売上高,acc,1,0
E00446,売上高比,ratio,1,0
E00446,女性管理職比率,nonfin,0,1
E00446,当期純利益,acc,1,1
E00446,脱炭素/温室効果ガス,nonfin,1,1
E00448,ROE,ratio,1,0
E00448,エンゲージメント,nonfin,1,0
E00448,サステナビリティ,nonfin,1,0
E00448,営業利益,acc,1,1
E00448,営業利益率,ratio,1,0
E00448,売上高,acc,1,0
E00448,技術力強化,nonfin,1,0
E00448,脱炭素/温室効果ガス,nonfin,1,0
E00448,非財務目標,nonfin,1,0
E00452,ROE,ratio,1,0
E00452,営業利益,acc,1,1
E00452,営業利益率,ratio,1,0
E00452,売上高,acc,1,1
E00452,売上高比,ratio,1,0
E00452,非財務目標,nonfin,1,0
E00458,ESG,nonfin,0,1
E00458,ESG外部評価,nonfin,1,0
E00458,ROE,ratio,1,1
E00458,エンゲージメント,nonfin,1,0
E00458,サステナビリティ,nonfin,1,0
E00458,営業利益,acc,1,1
E00458,営業利益率,ratio,1,0
E00458,売上高,acc,1,0
E00458,廃棄物削減,nonfin,1,0
E00458,脱炭素/温室効果ガス,nonfin,1,0
E00461,ROE,ratio,1,0
E00461,サステナビリティ,nonfin,1,0
E00461,営業利益,acc,1,0
E00461,売上高,acc,1,0
E00461,株主還元率,stock,1,0
E00461,経常利益,acc,0,1
E00461,配当性向,stock,1,0
E00462,DOE,stock,1,0
E00462,EBITDA,acc,1,1
E00462,ROA,ratio,1,0
E00462,ROE,ratio,1,0
E00462,ROIC,ratio,1,1
E00462,ROS,ratio,1,0
E00462,キャッシュフロー,acc,1,0
E00462,売上高,acc,1,0
E00462,女性管理職比率,nonfin,1,0
E00462,廃棄物削減,nonfin,0,1
E00462,脱炭素/温室効果ガス,nonfin,1,1
E00462,自己資本比率,ratio,1,0
E00462,限界利益,acc,1,0
E00462,非財務指標,nonfin,0,1
E00462,非財務目標,nonfin,0,1
E00464,ROE,ratio,1,1
E00464,エンゲージメント,nonfin,1,0
E00464,キャッシュフロー,acc,1,0
E00464,サステナビリティ,nonfin,1,0
E00464,事業利益率,ratio,1,0
E00464,営業利益,acc,0,1
E00464,売上高,acc,0,1
E00464,株主還元率,stock,1,0
E00465,EPS,acc,1,0
E00465,ROA,ratio,1,0
E00465,ROE,ratio,1,0
E00465,利益率,ratio,1,0
E00465,売上高,acc,1,0
E00465,当期純利益率,ratio,1,0
E00465,経常利益,acc,0,1
E00467,営業利益,acc,1,1
E00467,売上高,acc,1,0
E00467,経常利益,acc,1,0
E00473,ROE,ratio,1,0
E00473,サステナビリティ,nonfin,1,0
E00473,売上高,acc,1,1
E00473,経常利益,acc,0,1
E00473,経常利益率,ratio,1,0
E00474,ROE,ratio,1,1
E00474,当期純利益,acc,1,1
E00474,脱炭素/温室効果ガス,nonfin,1,0
E00476,ESG,nonfin,1,0
E00476,ROE,ratio,1,1
E00476,ROIC,ratio,1,0
E00476,SDGs,nonfin,1,0
E00476,サステナビリティ,nonfin,1,1
E00476,営業利益,acc,1,1
E00476,営業利益率,ratio,0,1
E00476,売上高,acc,1,1
E00476,脱炭素/温室効果ガス,nonfin,1,1
E00476,自己資本比率,ratio,1,0
E00481,PBR,stock,1,0
E00481,ROE,ratio,1,0
E00481,キャッシュフロー,acc,1,0
E00481,サステナビリティ,nonfin,1,0
E00481,営業利益,acc,0,1
E00481,営業利益率,ratio,1,0
E00481,売上高,acc,1,0
E00481,当期純利益率,ratio,1,0
E00482,エンゲージメント,nonfin,1,0
E00482,利益率,ratio,1,0
E00482,営業利益,acc,0,1
E00482,営業利益率,ratio,1,1
E00482,当期純利益,acc,0,1
E00486,DOE,stock,1,0
E00486,ROE,ratio,1,0
E00486,営業利益,acc,0,1
E00486,営業利益率,ratio,0,1
E00486,売上高,acc,1,1
E00486,当期純利益,acc,1,1
E00491,ROE,ratio,1,1
E00491,エンゲージメント,nonfin,1,0
E00491,サステナビリティ,nonfin,1,0
E00491,営業利益,acc,1,1
E00491,売上高,acc,0,1
E00491,当期純利益,acc,0,1
E00491,経常利益,acc,0,1
E00492,ESG,nonfin,0,1
E00492,ROI,ratio,1,0
E00492,キャッシュフロー,acc,1,0
E00492,利益率,ratio,1,0
E00492,営業利益,acc,1,1
E00492,定性評価,nonfin,0,1
E00492,当期純利益,acc,0,1
E00492,脱炭素/温室効果ガス,nonfin,0,1
E00492,販売数量,nonfin,0,1
E00492,配当性向,stock,1,0
E00493,D/Eレシオ,ratio,1,0
E00493,EBITDA,acc,1,0
E00493,ROE,ratio,0,1
E00493,ROIC,ratio,1,1
E00493,サステナビリティ,nonfin,1,0
E00493,営業利益,acc,0,1
E00493,売上高,acc,1,0
E00493,売上高比,ratio,1,0
E00493,当期純利益,acc,0,1
E00493,経常利益,acc,0,1
E00494,ESG,nonfin,1,0
E00494,SDGs,nonfin,1,0
E00494,キャッシュフロー,acc,1,0
E00494,サステナビリティ,nonfin,1,0
E00494,営業利益,acc,0,1
E00494,販売数量,nonfin,1,0
E00496,ROE,ratio,1,0
E00496,営業利益,acc,0,1
E00496,当期純利益,acc,0,1
E00501,SDGs,nonfin,1,0
E00501,売上高,acc,1,1
E00501,当期純利益,acc,1,0
E00501,経常利益,acc,1,1
E00506,ROE,ratio,1,0
E00506,SDGs,nonfin,1,0
E00506,キャッシュフロー,acc,1,0
E00506,サステナビリティ,nonfin,1,0
E00506,営業利益,acc,1,1
E00506,営業利益率,ratio,1,0
E00506,売上高,acc,1,0
E00506,当期純利益,acc,1,0
E00506,経常利益,acc,1,0
E00511,EBITDA,acc,1,0
E00511,エンゲージメント,nonfin,1,0
E00511,時価総額,stock,0,1
E00511,経常利益,acc,0,1
E00511,経常利益率,ratio,1,0
E00511,販売数量,nonfin,1,0
E00513,利益率,ratio,1,0
E00513,営業利益,acc,1,1
E00513,当期純利益,acc,1,1
E00513,脱炭素/温室効果ガス,nonfin,1,0
E00514,EBITDA,acc,1,0
E00514,サステナビリティ,nonfin,1,0
E00514,営業利益,acc,0,1
E00514,売上高比,ratio,1,0
E00514,株主還元率,stock,1,0
E00520,ESG,nonfin,0,1
E00520,PBR,stock,1,0
E00520,PER,stock,1,0
E00520,ROE,ratio,1,0
E00520,ROIC,ratio,1,0
E00520,TSR,stock,0,1
E00520,WACC,ratio,1,0
E00520,エンゲージメント,nonfin,1,0
E00520,キャッシュフロー,acc,1,0
E00520,営業利益,acc,1,0
E00520,売上高,acc,1,0
E00520,女性管理職比率,nonfin,1,0
E00520,株主還元率,stock,1,0
E00520,脱炭素/温室効果ガス,nonfin,1,1
E00520,非財務目標,nonfin,1,0
E00521,ROE,ratio,1,0
E00521,営業利益,acc,1,1
E00521,売上高,acc,1,1
E00521,配当性向,stock,1,0
E00521,非財務指標,nonfin,0,1
E00523,ROE,ratio,1,0
E00523,サステナビリティ,nonfin,1,0
E00523,事業利益,acc,1,0
E00523,経常利益,acc,1,1
E00523,連結利益,acc,1,0
E00524,EBITDA,acc,0,1
E00524,サステナビリティ,nonfin,1,0
E00524,事業利益,acc,0,1
E00524,定性評価,nonfin,0,1
E00525,EBITDA,acc,1,1
E00525,PBR,stock,1,0
E00525,ROA,ratio,1,1
E00525,ROE,ratio,1,1
E00525,ROIC,ratio,1,0
E00525,エンゲージメント,nonfin,1,0
E00525,キャッシュフロー,acc,1,0
E00525,サステナビリティ,nonfin,1,0
E00525,利益率,ratio,1,0
E00525,営業利益,acc,1,1
E00525,営業利益率,ratio,1,0
E00525,売上高,acc,1,0
E00525,当期純利益,acc,1,0
E00525,脱炭素/温室効果ガス,nonfin,1,1
E00525,非財務指標,nonfin,0,1
E00527,ESG,nonfin,0,1
E00527,ROE,ratio,0,1
E00527,ROIC,ratio,0,1
E00527,キャッシュフロー,acc,1,0
E00527,営業利益,acc,1,1
E00527,売上高,acc,1,1
E00527,当期純利益,acc,1,1
E00527,自己資本比率,ratio,1,0
E00528,ROA,ratio,1,0
E00528,ROE,ratio,1,1
E00528,ROIC,ratio,1,0
E00528,SDGs,nonfin,1,0
E00528,サステナビリティ,nonfin,1,0
E00528,営業利益,acc,1,1
E00528,売上高,acc,1,0
E00528,当期純利益率,ratio,1,0
E00529,ROE,ratio,1,0
E00529,ROIC,ratio,1,0
E00529,サステナビリティ,nonfin,1,0
E00529,営業利益,acc,1,1
E00529,売上高,acc,0,1
E00530,ROA,ratio,1,0
E00530,ROE,ratio,1,0
E00530,ROIC,ratio,1,0
E00530,エンゲージメント,nonfin,1,0
E00530,キャッシュフロー,acc,1,0
E00530,サステナビリティ,nonfin,1,0
E00530,営業利益,acc,1,1
E00530,売上高,acc,1,1
E00530,当期純利益,acc,1,0
E00530,経常利益,acc,1,0
E00530,脱炭素/温室効果ガス,nonfin,1,0
E00530,自己資本比率,ratio,1,0
E00542,D/Eレシオ,ratio,1,0
E00542,EBITDA,acc,1,0
E00542,ROE,ratio,1,1
E00542,ROIC,ratio,1,0
E00542,WACC,ratio,1,0
E00542,サステナビリティ,nonfin,1,0
E00542,営業利益,acc,1,1
E00542,売上高,acc,1,0
E00542,脱炭素/温室効果ガス,nonfin,1,0
E00542,自己資本比率,ratio,1,0
E00542,配当性向,stock,1,0
E00544,キャッシュフロー,acc,0,1
E00544,営業利益,acc,1,0
E00544,営業利益率,ratio,1,0
E00544,売上高,acc,1,1
E00544,当期純利益,acc,0,1
E00550,ROE,ratio,1,0
E00550,キャッシュフロー,acc,1,0
E00550,利益率,ratio,1,0
E00550,営業利益,acc,1,1
E00550,売上高,acc,1,0
E00552,DOE,stock,1,0
E00552,ROE,ratio,1,0
E00552,ROIC,ratio,1,0
E00552,SDGs,nonfin,1,0
E00552,営業利益,acc,1,1
E00552,売上高,acc,1,1
E00552,当期純利益,acc,1,1
E00552,時価総額,stock,0,1
E00552,株主還元率,stock,1,0
E00552,経常利益,acc,1,1
E00552,脱炭素/温室効果ガス,nonfin,1,0
E00552,配当性向,stock,1,0
E00558,営業利益,acc,1,0
E00558,営業利益率,ratio,1,0
E00558,売上高,acc,1,0
E00558,当期純利益,acc,0,1
E00558,経常利益,acc,0,1
E00559,キャッシュフロー,acc,1,0
E00559,営業利益,acc,1,1
E00559,株主還元率,stock,1,0
E00559,経常利益,acc,1,0
E00559,配当性向,stock,1,0
E00562,PBR,stock,1,0
E00562,PER,stock,1,0
E00562,ROE,ratio,1,0
E00562,サステナビリティ,nonfin,1,0
E00562,当期純利益,acc,0,1
E00567,ROE,ratio,0,1
E00567,ROIC,ratio,0,1
E00567,営業利益,acc,1,1
E00567,営業損益,acc,1,0
E00567,売上高,acc,0,1
E00567,当期純利益,acc,0,1
E00569,DOE,stock,1,0
E00569,ROE,ratio,1,0
E00569,SDGs,nonfin,1,0
E00569,営業利益,acc,0,1
E00570,ROE,ratio,1,0
E00570,ROIC,ratio,1,0
E00570,営業利益,acc,1,0
E00570,売上高,acc,1,0
E00570,経常利益,acc,1,1
E00571,TSR,stock,1,1
E00571,サステナビリティ,nonfin,1,0
E00571,経常利益率,ratio,1,1
E00572,SDGs,nonfin,1,0
E00572,サステナビリティ,nonfin,1,0
E00572,経常利益,acc,0,1
E00572,販売数量,nonfin,1,0
E00573,DOE,stock,1,0
E00573,EPS,acc,0,1
E00573,ROE,ratio,1,0
E00573,営業利益,acc,1,0
E00573,売上高,acc,1,0
E00573,経常利益,acc,0,1
E00576,SDGs,nonfin,1,0
E00576,営業利益,acc,0,1
E00576,売上高,acc,0,1
E00576,当期純利益,acc,0,1
E00576,経常利益,acc,0,1
E00584,ESG,nonfin,1,0
E00584,ROE,ratio,1,1
E00584,営業利益,acc,1,0
E00584,売上高,acc,1,0
E00584,当期純利益,acc,0,1
E00584,経常利益,acc,0,1
E00584,脱炭素/温室効果ガス,nonfin,1,0
E00590,EPS,acc,1,0
E00590,PBR,stock,1,0
E00590,PER,stock,1,0
E00590,ROE,ratio,1,0
E00590,ROIC,ratio,1,1
E00590,キャッシュフロー,acc,1,0
E00590,サステナビリティ,nonfin,1,0
E00590,事業利益,acc,1,1
E00590,事業利益率,ratio,1,0
E00590,営業利益,acc,1,1
E00590,営業利益率,ratio,1,0
E00590,売上収益,acc,1,1
E00590,棚卸資産回転率,ratio,1,0
E00591,ROE,ratio,1,0
E00591,エンゲージメント,nonfin,1,0
E00591,キャッシュフロー,acc,1,0
E00591,営業利益,acc,1,1
E00591,営業利益率,ratio,1,0
E00591,売上高,acc,1,0
E00593,DOE,stock,1,0
E00593,PBR,stock,1,0
E00593,ROE,ratio,1,0
E00593,営業利益,acc,1,1
E00593,営業利益率,ratio,1,0
E00593,売上総利益率,ratio,1,0
E00593,売上高,acc,1,0
E00593,当期純利益,acc,1,1
E00593,経常利益,acc,1,0
E00600,ROE,ratio,1,0
E00600,売上総利益,acc,1,0
E00600,経常利益,acc,0,1
E00603,ESG,nonfin,0,1
E00603,ROE,ratio,1,1
E00603,キャッシュフロー,acc,0,1
E00603,サステナビリティ,nonfin,1,1
E00603,利益率,ratio,0,1
E00603,営業利益,acc,0,1
E00603,売上高,acc,0,1
E00603,経常利益,acc,0,1
E00604,営業利益,acc,1,0
E00604,売上高,acc,1,0
E00604,当期純利益,acc,1,1
E00604,株価成長率,stock,0,1
E00604,経常利益,acc,1,0
E00605,キャッシュフロー,acc,1,0
E00605,営業利益,acc,1,1
E00605,売上総利益,acc,1,0
E00605,売上高,acc,1,0
E00605,経常利益,acc,1,1
E00605,販売数量,nonfin,1,0
E00609,SDGs,nonfin,1,0
E00609,エンゲージメント,nonfin,1,0
E00609,キャッシュフロー,acc,1,0
E00609,営業利益率,ratio,1,0
E00609,売上高,acc,1,1
E00609,経常利益,acc,0,1
E00617,ROE,ratio,1,0
